state_label,region_label,census_division_label,marital_status_label,living_arrangement_label,marital_net_label,gender_age_net_label,national_weight,census_division_weight,state_weight
Connecticut,Northeast,New England,Married,Live with spouse/partner,Married,Female 25–34,0.322748,0.954166,0.741174
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Female 65+,1.929124,0.125565,0.645479
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Female 25–34,0.322296,0.356729,0.8784
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.436026,0.996462,0.769397
Utah,West,Mountain,Single,Only adult in household,Single,Male 35–44,0.420571,0.966976,0.921586
Vermont,Northeast,New England,Single,Live with family/friends/roommates,Single,Male 35–44,0.317408,0.215313,1.07859
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.82219,1.260424,1.568267
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Male 65+,1.173068,0.107083,0.637408
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 35–44,0.420571,0.966976,0.921586
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 35–44,0.428704,0.982342,0.963731
Hawaii,West,Pacific,Divorced,Live in parents’ home,Single,Female 55–64,2.30016,0.17654,1.03012
Hawaii,West,Pacific,Separated,Live with spouse/partner,Living with partner,Female 45–54,2.121849,0.175025,0.937343
Vermont,Northeast,New England,Married,Live with spouse/partner,Married,Male 55–64,0.329072,0.225215,1.099455
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 65+,0.464731,1.07161,1.02156
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,1.188967,0.136485,0.935959
Massachusetts,Northeast,New England,Single,Live in parents’ home,Single,Male 18–24,0.879937,5.412558,2.162158
Utah,West,Mountain,Single,Live in parents’ home,Single,Female 25–34,0.427049,0.976637,0.976428
District of Columbia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 25–34,0.91504,0.082191,1.037512
Hawaii,West,Pacific,Single,Live in parents’ home,Single,Female 35–44,1.377128,0.133997,1.086524
Montana,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 25–34,0.507903,0.413815,1.93529
Delaware,South,South Atlantic,Widowed/widower,Only adult in household,Single,Female 65+,1.187303,0.146285,1.066306
New Jersey,Northeast,Middle Atlantic,Single,Live with spouse/partner,Living with partner,Male 18–24,1.899848,0.533207,0.78266
Hawaii,West,Pacific,Widowed/widower,Only adult in household,Single,Female 65+,1.490766,0.150562,0.990338
Hawaii,West,Pacific,Divorced,Only adult in household,Single,Female 65+,1.929124,0.125565,0.645479
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 45–54,0.359551,0.841854,0.820937
Hawaii,West,Pacific,Single,Live with spouse/partner,Living with partner,Female 45–54,2.647652,0.130221,0.87049
District of Columbia,South,South Atlantic,Single,Only adult in household,Single,Female 35–44,0.918587,0.085769,0.787362
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 18–24,0.507903,1.13511,1.308771
Minnesota,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Female 18–24,0.453067,1.836819,1.005309
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.427049,0.976637,0.976428
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.375201,0.14927,0.901144
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 35–44,0.428704,0.982342,0.963731
Utah,West,Mountain,Single,Live with family/friends/roommates,Single,Female 18–24,0.427049,0.976637,0.976428
Rhode Island,Northeast,New England,Single,Only adult in household,Single,Female 25–34,0.384285,0.430855,0.97872
Rhode Island,Northeast,New England,Separated,Live in parents’ home,Single,Male 45–54,0.378456,0.418043,0.804858
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Female 65+,1.490766,0.150562,0.990338
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.365778,0.915843,1.512726
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.436026,0.996462,0.769397
Utah,West,Mountain,Single,Only adult in household,Single,Male 55–64,0.436026,0.996462,0.769397
South Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 25–34,0.379983,0.244072,0.870721
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 35–44,0.420571,0.35252,1.006418
Missouri,Midwest,West North Central,Single,Live in parents’ home,Single,Male 18–24,0.538847,2.809473,1.319002
District of Columbia,South,South Atlantic,Single,Only adult in household,Single,Female 65+,0.995781,0.087348,0.858017
New Jersey,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 45–54,1.875749,0.608997,0.855521
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 35–44,0.825377,1.267786,1.547875
Illinois,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.746086,1.541105,1.088826
New Mexico,West,Mountain,Single,Live in parents’ home,Single,Female 45–54,0.661464,0.827052,1.024084
Ohio,Midwest,East North Central,Single,Live in parents’ home,Single,Male 18–24,1.629509,1.559327,1.589872
Utah,West,Mountain,Widowed/widower,Live with family/friends/roommates,Single,Female 35–44,0.428704,0.982342,0.963731
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 45–54,0.428704,0.982342,0.963731
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.365778,0.915843,1.512726
New Jersey,Northeast,Middle Atlantic,Single,Live with spouse/partner,Living with partner,Female 35–44,1.912024,0.606808,0.875102
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 45–54,0.352729,0.828686,0.785036
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.153369,0.10617,0.564662
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 35–44,0.428704,0.982342,0.963731
Wyoming,West,Mountain,Single,Live with spouse/partner,Living with partner,Female 18–24,0.427049,0.179462,0.977075
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Male 55–64,2.158089,0.176531,1.058102
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 35–44,0.428704,0.982342,0.963731
Utah,West,Mountain,Single,Live in parents’ home,Single,Female 18–24,0.427049,0.976637,0.976428
Utah,West,Mountain,Single,Live in parents’ home,Single,Female 18–24,0.427049,0.976637,0.976428
Wisconsin,Midwest,East North Central,Single,Live in parents’ home,Single,Male 18–24,1.629509,0.783535,1.721917
Utah,West,Mountain,Single,Only adult in household,Single,Female 25–34,0.358162,0.836966,0.831752
Utah,West,Mountain,Married,Live with family/friends/roommates,Married,Male 55–64,0.436026,0.996462,0.769397
Mississippi,South,East South Central,Single,Live with family/friends/roommates,Single,Male 18–24,0.864367,0.637979,0.918317
Delaware,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 35–44,1.074483,0.141612,1.228231
Hawaii,West,Pacific,Single,Live with spouse/partner,Living with partner,Female 18–24,1.772705,0.12603,0.789144
South Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 55–64,0.493044,0.301847,0.921804
Utah,West,Mountain,Single,Live with family/friends/roommates,Single,Female 18–24,0.358162,0.836966,0.831752
Pennsylvania,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 18–24,2.265252,0.956823,1.177842
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.365691,0.853955,0.655397
New Mexico,West,Mountain,Single,Live with spouse/partner,Living with partner,Female 35–44,0.825377,0.779906,1.223093
Delaware,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Female 35–44,0.919874,0.115167,0.607849
Utah,West,Mountain,Divorced,Live with spouse/partner,Living with partner,Female 45–54,0.428704,0.982342,0.963731
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.095263,0.143641,1.066582
Arkansas,South,West South Central,Divorced,Only adult in household,Single,Male 65+,1.398445,0.291053,1.053514
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.365691,0.853955,0.655397
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 55–64,0.392363,0.437269,0.985262
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.358162,0.836966,0.831752
Louisiana,South,West South Central,Married,Live with spouse/partner,Married,Male 35–44,1.129708,0.395739,0.739595
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,1.187303,0.146285,1.066306
New Mexico,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.839474,0.791116,1.459141
Delaware,South,South Atlantic,Widowed/widower,Only adult in household,Single,Male 65+,1.113969,0.138453,1.052704
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 35–44,0.378456,0.418043,0.804858
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 35–44,0.317408,0.346121,0.722359
New Mexico,West,Mountain,Single,Only adult in household,Single,Male 25–34,0.977858,0.901192,1.804683
Utah,West,Mountain,Divorced,Only adult in household,Single,Female 25–34,0.427049,0.976637,0.976428
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,1.095263,0.143641,1.066582
Hawaii,West,Pacific,Single,Live with family/friends/roommates,Single,Female 35–44,2.121849,0.175025,0.937343
New Jersey,Northeast,Middle Atlantic,Single,Only adult in household,Single,Female 25–34,1.90464,0.607612,0.834561
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,0.934276,1.219814,0.907743
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,1.113969,0.138453,1.052704
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 45–54,0.428704,0.982342,0.963731
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,0.918587,0.123437,0.692501
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 45–54,0.420571,0.966976,0.921586
Delaware,South,South Atlantic,Divorced,Live with spouse/partner,Living with partner,Female 45–54,1.095263,0.143641,1.066582
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.118978,0.68349
Utah,West,Mountain,Single,Live with family/friends/roommates,Single,Female 18–24,0.427049,0.976637,0.976428
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Male 35–44,1.745815,0.122061,0.757439
South Dakota,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Male 18–24,0.538847,0.403388,1.57247
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.118978,0.68349
Vermont,Northeast,New England,Single,Live with spouse/partner,Living with partner,Female 18–24,0.384285,0.268024,1.010526
New Mexico,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 25–34,0.518703,0.764095,1.614744
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Male 25–34,1.395499,0.09177,2.250243
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 55–64,0.329072,0.362039,0.884272
Utah,West,Mountain,Single,Only adult in household,Single,Male 25–34,0.425974,0.972775,1.114852
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 35–44,0.428704,0.982342,0.963731
Alaska,West,Pacific,Separated,Live with family/friends/roommates,Single,Male 45–54,1.131488,0.054014,0.866819
District of Columbia,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 18–24,1.088288,0.101793,1.5069
South Dakota,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Female 25–34,0.379983,0.244072,0.870721
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 45–54,0.374219,0.207219,0.720309
Minnesota,Midwest,West North Central,Divorced,Only adult in household,Single,Male 45–54,0.446194,1.793635,0.989253
New Mexico,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.82219,0.775377,1.079915
Minnesota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 18–24,0.550305,3.039721,1.698412
Georgia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 25–34,1.088288,1.495167,1.041148
New York,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 35–44,3.083062,1.165454,0.668581
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,0.919874,0.115167,0.607849
Michigan,Midwest,East North Central,Single,Live in parents’ home,Single,Female 25–34,1.370103,1.060754,1.047306
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Female 25–34,0.608679,1.318536,0.973476
Colorado,West,Mountain,Single,Live with family/friends/roommates,Single,Male 18–24,0.977858,2.70907,1.377084
Oklahoma,South,West South Central,Married,Live with spouse/partner,Married,Male 65+,1.396488,0.412956,0.94819
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 25–34,1.41185,1.599921,1.077991
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Female 55–64,1.929124,0.125565,0.645479
Hawaii,West,Pacific,Single,Only adult in household,Single,Male 25–34,1.395499,0.09177,2.250243
Alaska,West,Pacific,Widowed/widower,Live with family/friends/roommates,Single,Female 65+,1.250293,0.055565,0.624624
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 18–24,0.427049,0.976637,0.976428
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,1.096797,0.134018,0.936201
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 25–34,0.507903,1.13511,1.308771
Montana,West,Mountain,Single,Live with spouse/partner,Living with partner,Female 25–34,0.427049,0.356043,1.046668
Hawaii,West,Pacific,Widowed/widower,Live with family/friends/roommates,Single,Female 65+,1.522466,0.12834,1.451682
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.118978,0.68349
