age,education_level,occupation,number_of_dependents,location,work_experience,marital_status,employment_status,household_size,homeownership_status,type_of_housing,gender,primary_mode_of_transportation,income,log_income
68,High School,Healthcare,4,Urban,37,Single,Full-time,7,Own,Townhouse,Male,Public transit,73932,11.210914556653854
41,Master's,Healthcare,3,Urban,22,Married,Full-time,5,Rent,Apartment,Male,Biking,209478,12.252378774656615
31,Bachelor's,Healthcare,2,Urban,6,Single,Self-employed,4,Rent,Apartment,Female,Car,72256,11.1879844870947
22,Bachelor's,Education,2,Urban,44,Married,Full-time,4,Rent,Single-family home,Male,Public transit,1052753,13.866920145589503
35,High School,Healthcare,5,Urban,45,Married,Full-time,4,Rent,Single-family home,Male,Car,570121,13.25360565199621
59,High School,Healthcare,2,Suburban,24,Single,Part-time,1,Rent,Single-family home,Female,Car,44163,10.695665256559028
36,Master's,Healthcare,3,Urban,12,Divorced,Full-time,6,Rent,Apartment,Female,Public transit,74462,11.218057636703723
29,Bachelor's,Others,1,Urban,37,Divorced,Full-time,2,Own,Apartment,Female,Car,73526,11.205407964684335
35,High School,Healthcare,4,Urban,18,Divorced,Part-time,3,Own,Single-family home,Female,Car,3799080,15.150269753342833
34,Master's,Finance,2,Suburban,44,Married,Full-time,2,Own,Single-family home,Male,Car,88887,11.395132429263844
47,High School,Education,3,Urban,21,Married,Full-time,3,Rent,Townhouse,Female,Public transit,146041,11.891649530553915
41,High School,Technology,5,Urban,40,Single,Part-time,3,Rent,Townhouse,Male,Car,1611947,14.292953943463893
28,High School,Healthcare,0,Rural,10,Single,Self-employed,3,Own,Townhouse,Female,Public transit,71780,11.181375096061787
52,Bachelor's,Technology,5,Suburban,41,Married,Self-employed,3,Own,Apartment,Female,Biking,69606,11.150620415977857
40,High School,Healthcare,4,Urban,2,Married,Part-time,5,Rent,Single-family home,Male,Walking,71424,11.176403227098973
34,Bachelor's,Healthcare,0,Suburban,18,Married,Full-time,4,Own,Apartment,Male,Public transit,66708,11.108095155334873
18,Master's,Others,0,Rural,26,Married,Self-employed,5,Rent,Townhouse,Male,Walking,71698,11.180232079489057
32,High School,Technology,5,Suburban,6,Single,Part-time,1,Rent,Single-family home,Male,Biking,1755980,14.378538233073105
49,Bachelor's,Healthcare,3,Urban,36,Married,Part-time,5,Own,Townhouse,Female,Car,67692,11.122738056213281
26,Bachelor's,Education,5,Urban,26,Single,Self-employed,4,Own,Apartment,Male,Biking,73548,11.205707129744088
32,Bachelor's,Education,1,Urban,46,Married,Part-time,2,Rent,Apartment,Female,Public transit,43769,10.68670393018494
45,Master's,Finance,3,Urban,33,Single,Self-employed,7,Rent,Apartment,Female,Biking,65428,11.088720864237898
41,Bachelor's,Technology,3,Urban,10,Single,Self-employed,4,Rent,Single-family home,Male,Public transit,2050397,14.533544478612093
52,High School,Healthcare,4,Urban,37,Married,Part-time,2,Own,Single-family home,Male,Public transit,64888,11.080433396801446
39,Bachelor's,Healthcare,3,Urban,4,Single,Self-employed,1,Rent,Apartment,Female,Public transit,72168,11.186765869797396
44,High School,Technology,4,Urban,6,Married,Full-time,7,Own,Apartment,Male,Car,1354375,14.118851389620435
36,Bachelor's,Education,2,Urban,35,Married,Part-time,3,Own,Townhouse,Male,Public transit,66514,11.105182765118006
62,High School,Technology,4,Urban,4,Single,Full-time,6,Own,Single-family home,Male,Walking,6071062,15.619044271261824
29,High School,Finance,3,Urban,4,Married,Self-employed,5,Rent,Townhouse,Female,Car,559926,13.235561697071244
37,Bachelor's,Technology,2,Urban,26,Single,Full-time,6,Own,Single-family home,Female,Car,66182,11.100178911363873
18,High School,Education,2,Rural,28,Single,Self-employed,3,Own,Apartment,Male,Public transit,528755,13.178282356795973
38,Bachelor's,Others,1,Suburban,26,Married,Full-time,1,Own,Apartment,Male,Biking,71734,11.18073405253249
66,High School,Healthcare,5,Urban,31,Married,Part-time,1,Own,Single-family home,Male,Public transit,72178,11.186904423847553
62,Master's,Technology,3,Urban,24,Single,Full-time,2,Rent,Single-family home,Male,Public transit,72998,11.198201021406565
18,High School,Others,0,Urban,41,Married,Part-time,2,Rent,Townhouse,Male,Biking,882016,13.689966609179598
27,Master's,Technology,5,Urban,49,Single,Full-time,6,Own,Single-family home,Female,Car,42906,10.666790261768476
64,Bachelor's,Technology,3,Urban,33,Married,Self-employed,1,Own,Apartment,Male,Walking,67490,11.11974953463761
49,Master's,Healthcare,0,Urban,14,Married,Part-time,4,Rent,Townhouse,Female,Walking,2561004,14.755910317542115
56,High School,Finance,5,Urban,40,Single,Part-time,3,Own,Single-family home,Female,Biking,69268,11.145752754648552
39,Bachelor's,Education,1,Urban,33,Married,Full-time,5,Rent,Single-family home,Male,Car,1348410,14.114437420125439
35,Bachelor's,Finance,3,Urban,34,Single,Full-time,1,Own,Single-family home,Female,Public transit,37088,10.521075708675037
65,Bachelor's,Healthcare,5,Suburban,19,Single,Self-employed,5,Own,Single-family home,Male,Public transit,72834,11.195951887883048
63,Bachelor's,Healthcare,1,Suburban,23,Single,Full-time,1,Rent,Apartment,Male,Car,325918,12.694404163218321
49,Bachelor's,Education,0,Urban,33,Married,Self-employed,2,Rent,Townhouse,Female,Car,72920,11.197131942357371
44,Bachelor's,Healthcare,4,Suburban,33,Single,Full-time,2,Own,Apartment,Female,Car,72560,11.192182866391956
45,High School,Others,3,Rural,50,Single,Full-time,7,Rent,Townhouse,Male,Public transit,1175199,13.976948903841805
35,High School,Others,2,Suburban,45,Married,Self-employed,1,Own,Apartment,Male,Walking,74288,11.215718171293377
56,Bachelor's,Technology,2,Suburban,26,Divorced,Self-employed,5,Own,Single-family home,Male,Car,75372,11.23020439968077
66,High School,Healthcare,1,Rural,49,Married,Full-time,3,Own,Single-family home,Female,Public transit,69164,11.144250233308915
46,High School,Healthcare,4,Urban,20,Married,Full-time,1,Rent,Townhouse,Male,Car,524432,13.170072957953517
35,High School,Technology,2,Urban,32,Divorced,Self-employed,1,Own,Single-family home,Male,Public transit,71994,11.184351951142371
61,High School,Healthcare,2,Rural,38,Single,Full-time,7,Own,Single-family home,Female,Public transit,75046,11.225869862911553
25,Bachelor's,Finance,3,Urban,39,Single,Full-time,7,Rent,Single-family home,Male,Car,71026,11.170815365424838
48,Bachelor's,Healthcare,2,Suburban,43,Divorced,Part-time,4,Rent,Townhouse,Male,Public transit,5853012,15.582467129354097
51,Master's,Technology,0,Suburban,35,Married,Full-time,7,Own,Single-family home,Male,Biking,74600,11.219909190927746
24,Bachelor's,Finance,1,Urban,24,Single,Full-time,7,Own,Single-family home,Male,Car,96708,11.479461748465221
53,Master's,Technology,5,Urban,6,Married,Part-time,1,Own,Single-family home,Male,Public transit,71490,11.177326846633413
35,Bachelor's,Finance,2,Urban,49,Married,Self-employed,7,Own,Townhouse,Female,Car,73074,11.199241589979447
55,Master's,Finance,3,Urban,49,Single,Self-employed,7,Rent,Apartment,Female,Walking,65536,11.090370147631774
26,Master's,Technology,5,Urban,9,Single,Part-time,6,Rent,Townhouse,Male,Walking,367841,12.815408777128813
26,Bachelor's,Education,0,Urban,9,Single,Part-time,2,Own,Single-family home,Male,Biking,3829616,15.158275356156496
63,Bachelor's,Healthcare,5,Urban,37,Married,Part-time,7,Own,Apartment,Male,Public transit,73074,11.199241589979447
25,High School,Others,2,Urban,23,Married,Full-time,4,Rent,Apartment,Male,Public transit,65088,11.083510843105353
68,High School,Technology,1,Urban,43,Single,Self-employed,7,Own,Townhouse,Female,Biking,71180,11.172981207855637
52,Doctorate,Finance,1,Suburban,9,Married,Full-time,4,Own,Apartment,Female,Walking,395120,12.886947326088
35,Doctorate,Technology,1,Suburban,44,Married,Full-time,2,Own,Apartment,Female,Walking,4277787,15.268946611529328
22,Master's,Healthcare,2,Urban,25,Single,Part-time,7,Own,Single-family home,Male,Biking,70698,11.166186707513063
31,Master's,Others,0,Urban,29,Married,Full-time,2,Own,Single-family home,Female,Car,72980,11.197954412280776
45,Master's,Healthcare,4,Rural,26,Married,Full-time,6,Own,Single-family home,Female,Biking,72170,11.186793582143249
47,Bachelor's,Others,5,Urban,43,Married,Full-time,2,Own,Single-family home,Female,Public transit,71314,11.174861962957523
21,Bachelor's,Healthcare,1,Urban,18,Divorced,Full-time,5,Own,Single-family home,Male,Public transit,69528,11.149499210708608
56,Bachelor's,Education,0,Urban,0,Single,Self-employed,6,Own,Apartment,Male,Public transit,75002,11.225283391718468
37,Bachelor's,Education,3,Urban,32,Single,Part-time,4,Own,Apartment,Female,Car,2887834,14.876017644398715
42,High School,Others,3,Urban,10,Married,Full-time,3,Own,Apartment,Female,Car,127620,11.756820213154057
45,Bachelor's,Others,0,Urban,49,Married,Full-time,3,Rent,Single-family home,Female,Public transit,5468201,15.514460418352847
29,Bachelor's,Finance,3,Urban,33,Divorced,Part-time,6,Rent,Apartment,Male,Public transit,350592,12.767381285496992
19,Bachelor's,Education,3,Urban,37,Single,Part-time,5,Rent,Single-family home,Female,Public transit,42325,10.653156833420399
60,Master's,Healthcare,1,Urban,15,Single,Part-time,3,Own,Single-family home,Male,Public transit,74630,11.220311249472886
31,Bachelor's,Technology,2,Urban,0,Married,Self-employed,4,Rent,Single-family home,Female,Biking,65464,11.089270927661854
39,High School,Education,2,Urban,40,Married,Full-time,2,Rent,Single-family home,Male,Walking,304159,12.625309157722256
48,Master's,Finance,2,Urban,27,Married,Part-time,7,Rent,Single-family home,Female,Car,67150,11.114699093873261
40,Bachelor's,Finance,2,Suburban,14,Married,Part-time,4,Own,Single-family home,Male,Biking,71098,11.171828550994814
65,High School,Education,0,Urban,15,Single,Self-employed,6,Own,Single-family home,Male,Car,68860,11.139845259006064
37,Bachelor's,Finance,1,Urban,45,Married,Full-time,7,Own,Single-family home,Female,Biking,1386356,14.142190001322621
55,Bachelor's,Finance,0,Urban,31,Single,Full-time,5,Own,Single-family home,Male,Public transit,346626,12.756004552825702
21,Master's,Others,5,Suburban,38,Divorced,Full-time,5,Own,Townhouse,Male,Public transit,72902,11.196885069413392
32,Bachelor's,Technology,5,Suburban,0,Single,Part-time,1,Rent,Townhouse,Female,Biking,68372,11.132733288839441
41,High School,Finance,3,Urban,47,Married,Full-time,5,Rent,Single-family home,Male,Car,69308,11.14633004687547
42,Bachelor's,Technology,1,Urban,8,Single,Self-employed,7,Rent,Single-family home,Female,Public transit,69552,11.149844330856984
18,Master's,Healthcare,4,Urban,28,Divorced,Self-employed,7,Own,Single-family home,Male,Public transit,68772,11.138566505035511
24,Bachelor's,Healthcare,2,Urban,24,Married,Full-time,5,Own,Single-family home,Female,Biking,72162,11.186682728151698
48,Master's,Healthcare,5,Suburban,10,Divorced,Part-time,7,Rent,Townhouse,Male,Public transit,89445,11.401390370217602
29,High School,Healthcare,5,Urban,41,Single,Full-time,6,Own,Apartment,Female,Public transit,67088,11.113775375094827
59,Master's,Healthcare,3,Urban,10,Single,Self-employed,4,Own,Single-family home,Male,Car,67368,11.117940250442434
22,Master's,Others,2,Urban,5,Single,Full-time,4,Own,Apartment,Female,Public transit,835906,13.636272641859625
61,Master's,Technology,2,Urban,33,Married,Self-employed,5,Own,Single-family home,Male,Car,1476634,14.20527640842801
67,Bachelor's,Education,2,Urban,49,Single,Full-time,7,Own,Apartment,Male,Walking,74978,11.224963353311129
59,Master's,Education,5,Urban,43,Married,Full-time,4,Own,Single-family home,Female,Car,68352,11.132440732922605
55,Bachelor's,Technology,4,Urban,13,Single,Part-time,4,Rent,Apartment,Female,Public transit,68336,11.132206626549452
29,Master's,Healthcare,3,Urban,7,Married,Full-time,6,Rent,Apartment,Male,Car,74964,11.224776616929004
56,Bachelor's,Healthcare,2,Urban,24,Single,Full-time,6,Rent,Single-family home,Male,Public transit,1236409,14.027722577204802
35,High School,Others,2,Urban,3,Married,Part-time,7,Own,Townhouse,Female,Walking,121713,11.709429309335544
19,Bachelor's,Finance,1,Urban,49,Married,Part-time,5,Rent,Single-family home,Male,Walking,67298,11.116900656681414
27,Bachelor's,Technology,2,Urban,30,Single,Self-employed,2,Own,Apartment,Female,Car,67782,11.124066705025466
32,Bachelor's,Technology,1,Suburban,20,Divorced,Full-time,5,Rent,Apartment,Female,Biking,992046,13.807525764176917
47,Bachelor's,Healthcare,3,Urban,44,Married,Part-time,7,Own,Townhouse,Female,Car,65750,11.093630159049829
61,Bachelor's,Technology,3,Urban,31,Married,Self-employed,3,Rent,Apartment,Male,Car,7023831,15.764819496015607
34,Master's,Technology,3,Suburban,13,Married,Self-employed,4,Own,Single-family home,Male,Car,69412,11.147829448837443
21,High School,Finance,1,Suburban,27,Single,Full-time,7,Own,Townhouse,Male,Walking,74728,11.221623515328044
24,Bachelor's,Healthcare,5,Suburban,24,Married,Full-time,1,Own,Apartment,Male,Biking,2772650,14.835314460204192
58,Master's,Finance,5,Urban,27,Married,Full-time,5,Own,Apartment,Female,Public transit,68528,11.13501229232398
48,Bachelor's,Education,4,Urban,14,Single,Part-time,2,Own,Apartment,Female,Car,127828,11.758448712241693
68,Bachelor's,Technology,4,Urban,50,Married,Self-employed,2,Own,Single-family home,Male,Public transit,285105,12.560616319926597
56,Bachelor's,Technology,5,Urban,45,Single,Self-employed,4,Own,Townhouse,Male,Walking,3375470,15.032045428107352
51,Bachelor's,Technology,5,Urban,43,Single,Self-employed,5,Own,Apartment,Female,Biking,68314,11.131884640772588
23,High School,Technology,2,Suburban,21,Married,Full-time,7,Own,Apartment,Male,Walking,67930,11.126247763113355
67,Bachelor's,Healthcare,3,Urban,46,Married,Full-time,5,Own,Apartment,Female,Car,74014,11.212023054347592
55,Doctorate,Education,5,Urban,5,Single,Full-time,6,Rent,Apartment,Male,Public transit,119969,11.694996990508974
62,Bachelor's,Healthcare,0,Urban,50,Married,Part-time,3,Own,Apartment,Female,Car,68912,11.140600118449342
68,High School,Healthcare,5,Urban,1,Single,Full-time,6,Own,Single-family home,Female,Public transit,73332,11.202765991201513
51,Master's,Healthcare,2,Suburban,5,Married,Full-time,7,Rent,Single-family home,Male,Car,116322,11.664126083356361
61,Bachelor's,Technology,5,Urban,22,Married,Full-time,5,Rent,Apartment,Female,Public transit,104153,11.553625852096603
32,High School,Healthcare,4,Urban,25,Married,Full-time,6,Own,Apartment,Female,Biking,73764,11.208639643351667
31,Master's,Healthcare,4,Urban,10,Single,Full-time,3,Own,Apartment,Male,Car,74268,11.215448916185998
23,High School,Technology,3,Suburban,0,Married,Self-employed,2,Own,Apartment,Female,Public transit,71850,11.1823498092948
67,Master's,Others,1,Suburban,27,Married,Full-time,5,Rent,Apartment,Female,Car,331693,12.711968136137234
54,Bachelor's,Finance,2,Urban,21,Married,Self-employed,6,Rent,Single-family home,Female,Car,74000,11.211833885608513
67,Master's,Others,1,Urban,40,Married,Self-employed,6,Own,Single-family home,Male,Car,67161,11.114862890378806
49,Bachelor's,Technology,4,Urban,12,Married,Full-time,4,Rent,Single-family home,Male,Walking,236906,12.375422938042963
20,High School,Education,3,Rural,40,Single,Self-employed,3,Own,Townhouse,Female,Public transit,72276,11.188261238587465
20,Bachelor's,Finance,4,Urban,46,Married,Full-time,3,Rent,Single-family home,Male,Car,68022,11.1276011622637
39,Doctorate,Healthcare,3,Urban,49,Single,Self-employed,4,Rent,Apartment,Female,Car,74652,11.220605989701701
39,Master's,Healthcare,5,Urban,35,Single,Self-employed,1,Own,Single-family home,Female,Biking,69160,11.144192398917678
27,Bachelor's,Education,0,Suburban,21,Married,Self-employed,4,Own,Single-family home,Female,Car,74238,11.215044897541777
68,Doctorate,Healthcare,1,Suburban,3,Single,Full-time,3,Rent,Apartment,Female,Car,4772933,15.37847176811116
20,High School,Technology,2,Urban,43,Single,Self-employed,4,Rent,Single-family home,Male,Car,65556,11.090675272201246
29,High School,Technology,3,Urban,40,Married,Self-employed,3,Own,Apartment,Male,Public transit,69212,11.144943985233718
46,High School,Healthcare,5,Urban,17,Married,Self-employed,6,Rent,Townhouse,Male,Walking,1082669,13.89494077040859
65,Master's,Others,5,Urban,37,Married,Full-time,1,Rent,Apartment,Female,Car,63488,11.058621941528564
34,Master's,Technology,0,Urban,16,Married,Full-time,5,Own,Single-family home,Female,Public transit,68856,11.139787169286475
24,Bachelor's,Technology,5,Suburban,24,Single,Full-time,7,Rent,Apartment,Female,Biking,204986,12.230701841475605
30,Master's,Others,5,Suburban,16,Married,Part-time,2,Own,Single-family home,Male,Car,581226,13.272896665208322
19,Bachelor's,Healthcare,0,Rural,28,Married,Full-time,1,Rent,Townhouse,Male,Car,74052,11.212536332042088
21,Bachelor's,Finance,1,Urban,44,Single,Self-employed,5,Rent,Townhouse,Male,Public transit,69072,11.142919195336972
27,High School,Education,5,Urban,43,Divorced,Part-time,6,Rent,Apartment,Male,Walking,7688701,15.855262536597893
56,Master's,Technology,3,Suburban,45,Single,Full-time,4,Rent,Single-family home,Male,Public transit,65090,11.083541569791482
41,High School,Others,2,Urban,7,Single,Part-time,7,Rent,Single-family home,Male,Public transit,718096,13.484359936398553
34,Bachelor's,Technology,2,Urban,28,Single,Part-time,3,Own,Apartment,Male,Public transit,64890,11.080464218191493
